state,location,notices,workers,reason
CT,Kilingly CT,1,0,no matching place
CT,"Lisbon, Mashantucket, Bristol, Farmington, Hartford, West Hartford",1,0,3 distinct places named
CT,"Manchester, Danbury, Orange",2,0,3 distinct places named
CT,"San Diego, CA with remote workers",1,0,no matching place
DE,Birmingham,1,0,no matching place
DE,Kieler,1,0,no matching place
ID,Newbuerg,1,0,no matching place
IL,"#1 COUNTRY SIDE PLAZA COUNTRYSIDE, IL 60525",1,0,no matching place
IL,"1 BANK ONE PLAZA SUITE IL1-0193 CHICAGO, IL 60670",1,0,no matching place
IL,"1 ORLAND PARK PLAZA ORLAND PARK, IL 60462",1,0,no matching place
IL,"1 SOUTH 155 ROUTE 83 OAK BROOK, IL 60521",1,0,no matching place
IL,"100 SOUTH GRAND AVENUE EAST SPRINGFIELD, IL 60607",1,0,no matching place
IL,"100 YORKTOWN CENTER & DISTRIBUTION CENTER SUITE C LOMBARD, IL 60148",1,0,no matching place
IL,"1020 W. 31ST DOWNERS GROVE, IL 60515-5508",1,0,no matching place
IL,"105 E. Delaware Chicago, IL 60611",1,0,no matching place
IL,"105 WEST ADAMS CHICAGO, IL 60603",1,0,no matching place
IL,"1050 N ROUTE 53 ADDISON, IL 60101-1034",1,0,no matching place
IL,"1050 NORTH ROUTE 53 ADDISON, IL 60101",1,0,no matching place
IL,"106 Alton Sq. Space 106 Alton, IL 62002",1,0,no matching place
IL,"108 MILES HALL MAIL CODE 6820PA CARBONDALE, IL 62901",1,0,no matching place
IL,"108 N State St. 3rd Floor Chicago, IL 60602",1,0,no matching place
IL,"1101 S. Wabash Chicago, IL 60605",1,0,no matching place
IL,"1129 WEST BROADWAY CENTRALIA, IL 62801",1,0,no matching place
IL,"115 N MAIN ST, BOX 56 ZEIGLER, IL 62999",1,0,no matching place
IL,"11525 North IL Highway 142 Mt. Vernon, IL 62864",1,0,no matching place
IL,"118 NORTH VERMILLION DANVILLE, IL 61832",1,0,no matching place
IL,"1200 NORTH LOGAN LINCOLN, IL 62526",1,0,no matching place
IL,"12400 SOUTH LARAMIE ALSIP, IL 60803",1,0,no matching place
IL,"1265 E MAIN, UNIVERSITY MALL CARBONDALE, IL 62901",1,0,no matching place
IL,"140 COUNTRYSIDE PLAZA COUNTRYSIDE, IL 60525-3981",1,0,no matching place
IL,"1401 CIRCLE AVENUE FOREST PARK, IL 60130-2611",1,0,no matching place
IL,"1401 WEST GLEN PEORIA, IL 61602",1,0,no matching place
IL,"1410 14 MILE ROAD MADISON HGTS, MI 48071",1,0,no matching place
IL,"1430 EAST DAVIS STREET ARLINGTON HGTS, IL 60004",1,0,no matching place
IL,"145 RICE LAKE PLAZA WHEATON, IL 60187-2134",1,0,no matching place
IL,"150 E. St. Charles Rd. Carol Stream, IL 60188",1,0,no matching place
IL,"1500 W. DUNDEE RD ARLINGTON HGTS, IL 60004",1,0,no matching place
IL,"1501 NORTH BOWMAN AVENUE Rt 1 DANVILLE, IL 61832",1,0,no matching place
IL,"155 S ROOSEVELT AVENUE & 306 S MCLEAN BLVD, ELGIN IL BURLINGTON, IL 60109",1,0,no matching place
IL,"1555 Illinois, Route 75 East Freeport, IL 61032",1,0,no matching place
IL,"1555 ROUTE 75 EAST FREEPORT, IL 61032",1,0,no matching place
IL,"1558 N. Elston Chicago, IL 60642",1,0,no matching place
IL,"15701 S HARLEM ORLAND PARK, IL 60462",1,0,no matching place
IL,"159TH AND CALUMET EXPRESSWAY SOUTH HOLLAND, IL 60473",1,0,no matching place
IL,"1600 GOLF RD, 2ND FL ROLLING MEADOWS, IL 60008",1,0,no matching place
IL,"1601 W. TAYLOR CHICAGO, IL 60612",1,0,no matching place
IL,"1610 S AVENUE O CHICAGO, IL 60617",2,0,no matching place
IL,"1620 EAST JACKSON MACOMB, IL 61455",1,0,no matching place
IL,"1625 EAST ALGONQUIN ROAD ARLINGTON HGTS, IL 60005-4758",1,0,no matching place
IL,"1700 HARVESTER DR, PO BOX 2200 WEST CHICAGO, IL 60185",1,0,no matching place
IL,"1701 Golf Road #3 ROLLING MEADOWS, IL 60008",1,0,no matching place
IL,"171 N CLARK, 20 N CLARK, 203 & 30 N LASALLE, 400 S JEFFERSON CHICAGO, IL 60606",1,0,no matching place
IL,"174 N. Halsted Chicago, IL 60606",1,0,no matching place
IL,"17550 South Halstead Homewood, IL 60430-2006",1,0,no matching place
IL,"17W734 22ND STREET OAK BROOK TERACE, IL 60181-4402",1,0,no matching place
IL,"1834 WALDEN OFFICE SQUARE SCHAUMBURG, IL 60173",1,0,no matching place
IL,"183RD & State Thornton, IL 60476",1,0,no matching place
IL,"1848 Westphalia Strasse Quincy, IL 62305-7604",1,0,no matching place
IL,"1851 ELMDALE AVENUE GLENDALE, IL 60025",1,0,no matching place
IL,"1900 EAST GOLF ROAD, ROOM 400 SCHAMBURG, IL 60173",1,0,no matching place
IL,"1901 VOORHEES DANVILLE, IL 61832",1,0,no matching place
IL,"1905 LUNT AVENUE ELK GROVE VILLGE, IL 60007",1,0,no matching place
IL,"1941 HAWTHORE MELROSE PARK, IL 60160",1,0,no matching place
IL,"19731 U S ROUTE 20 WEST EAST DUBUQUE, IL 61025",1,0,no matching place
IL,"2 NORTH RIVERSIDE PLAZA CHICAGO, IL 60606",1,0,no matching place
IL,"200 E RANDOLPH DR 49TH FL CHICAGO, IL 60601",1,0,no matching place
IL,"2001 EAST MOUND DECATUR, IL 62526",1,0,no matching place
IL,"2031 N MANNHEIM MELROSE PARK, IL 60160-1003",1,0,no matching place
IL,"2060 W PETERSON CHICAGO, IL 60659-4307",1,0,no matching place
IL,"2100 LUNT AVENUE ELK GROVE VILLGE, IL 60007",1,0,no matching place
IL,"2100 NORTH SOUTHPORT CHICAGO, IL 60614",1,0,no matching place
IL,"22 WEST MADISON SUITE 300 CHICAGO, IL 60602",1,0,no matching place
IL,"2215 S HENDERSON GALESBURG, IL 61401",1,0,no matching place
IL,"222 S RIVERSIDE PLAZA CHICAGO, IL 60606",1,0,no matching place
IL,"222 SOUTH RIVERSIDE PLAZA 14TH FLOOR CHICAGO, IL 60606",1,0,no matching place
IL,"2235 N HAMILTON CHICAGO, IL 60647",1,0,no matching place
IL,"233 N MICHIGAN AVENUE P O BOX 909714 CHICAGO, IL 60601",1,0,no matching place
IL,"2415 South Grand Ave E Springfield, IL 62703-2744",1,0,no matching place
IL,"2418 MAIN STREET ROCKY HILL, CT 06067-0801",1,0,no matching place
IL,"2435 CHURCH ROAD, BOX 1363 AURORA, IL 60505",1,0,no matching place
IL,"256 IL-59 Space 128 Naperville, IL 60540",1,0,no matching place
IL,"265 STATE ROUTE 83 ELMHURST, IL 60126",1,0,no matching place
IL,"2800 E Cedar Hills Chillicothe, IL 61523",1,0,no matching place
IL,"2800 N. Water Decatur, IL 62526",1,0,no matching place
IL,"29870 ROUTE 41 LAKE BLUFF, IL 60044",1,0,no matching place
IL,"3 STRATFORD SQUARE BLOOMINGDALE, IL 60108",1,0,no matching place
IL,"301 SOUTH VETERANS PKWAY NORMAL, IL 61761",1,0,no matching place
IL,"3109 W DEYOUNG MARION, IL 62959-5543",1,0,no matching place
IL,"311 W MONROE STREET BOX 755 CHICAGO, IL 60601",2,0,no matching place
IL,"333 CENTRE PARK FOREST, IL 60466",1,0,no matching place
IL,"333 NORTH KING STREET ELK GROVE VILLGE, IL 60007",1,0,no matching place
IL,"333 S WABASH CNA PLAZA CHICAGO, IL 60685",1,0,no matching place
IL,"3333 W ARLINGTON CHICAGO, IL 60614",1,0,no matching place
IL,"3435 West Van Buren Chicago, IL 60624",1,0,no matching place
IL,"3450 W PRATT LINCOLNWOOD, IL 60712",1,0,no matching place
IL,"350 ARMY TRAIL ROAD BLOOMINGDALE, IL 60108",1,0,no matching place
IL,"350 West Wolf Point Plaza Chicago, IL 60654",1,0,no matching place
IL,"3505 SOUTH CICERO CICERO, IL 60650",1,0,no matching place
IL,"36 SOUTH WABASH CHICAGO, IL 60603",1,0,no matching place
IL,"3601 CHICAGO ROAD STEEGER, IL 60475",1,0,no matching place
IL,"3610 TOUHY AVE PO BOX 665 SKOKIE, IL 60076-0665",1,0,no matching place
IL,"3635 US ROUTE 26 EAST DECATUR, IL 62526",1,0,no matching place
IL,"3901 LIBERTY STREET ROAD AURORA, IL 60504",1,0,no matching place
IL,"400 BUSSE RD. ELK GROVE VILLGE, IL 60007",1,0,no matching place
IL,"400 LINCOLN MALL MATTESON, IL 60443",1,0,no matching place
IL,"401 COTTAGE STREET ABILENE, KS 67410",1,0,no matching place
IL,"4100 Illinois Rte 53 Lisle, IL 60532",1,0,no matching place
IL,"4201 W BELMONT AVENUE 200 N ARTESIAN AVENUE CHICAGO, IL 60641",1,0,no matching place
IL,"440 LASALLE CHICAGO, IL 60605",1,0,no matching place
IL,"4600 S PACKERS CHICAGO, IL 60609",1,0,no matching place
IL,"4820 VENTURE LISLE, IL 60532",1,0,no matching place
IL,"490 AVENUE C GALESBURG, IL 61401",1,0,no matching place
IL,"4905 77TH Ave E Milan, IL 61264-3250",1,0,no matching place
IL,"500 LINCOLN MALL MATTESON, IL 60443",1,0,no matching place
IL,"500 RIVER OAKS WEST CALUMET CITY, IL 60409-5406",1,0,no matching place
IL,"5000 W BLOOMINGDALE CHICAGO, IL 60639",1,0,no matching place
IL,"5020 W 73RD ST, BOX 97 BEDFORD PARK, IL 60499",1,0,no matching place
IL,"5033 NORTH ELSTON CHICAGO, IL 60630-1707",1,0,no matching place
IL,"510 S ROUTE 59 NAPERVILLE, IL 60540-0915",1,0,no matching place
IL,"510 SOUTH ROUTE 59 NAPERVILLE, IL 60540",1,0,no matching place
IL,"5151 S LAWNDALE SUMMIT, IL 60501",1,0,no matching place
IL,"516 26 South Washington NAPERVILLE, IL 60541",1,0,no matching place
IL,"55TH ST. & COUNTY LINE ROAD HINSDALE, IL 60521",1,0,no matching place
IL,"5640 WEST HOWARD SKOKIE, IL 60077",1,0,no matching place
IL,"60 E Van Buren 8th Floor Chicago, IL 60605",1,0,no matching place
IL,"6N001 Medinah Rd Medinah, IL 60157-9653",1,0,no matching place
IL,"700 Oakmont Westmont, IL 60559-5551",1,0,no matching place
IL,"7501 S QUINCY WILLOWBROOK, IL 60521-5544",1,0,no matching place
IL,"77 W Wacker Dr 42ND FL Chicago, IL 60601-1604",1,0,no matching place
IL,"7725 SOUTH HARLEM BRIDGEVIEW, IL 60455-1318",1,0,no matching place
IL,"800 ALBION SCHAUMBURG, IL 60193",1,0,no matching place
IL,"825 NORTH LOWBER DECATUR, IL 62525",1,0,no matching place
IL,"8410 W BRYN MAWR CHICAGO, IL 60632",1,0,no matching place
IL,"8420 West Berwyn Chicago, IL 60631",1,0,no matching place
IL,"956 SR59/MERIDIAN PARKWAY AURORA, IL 60504",1,0,no matching place
IL,"9600 SOUTH CAMPBELL EVERGREEN PARK, IL 60805",1,0,no matching place
IL,"9950 W Lawrence Ave Shiller Park, IL 60176",1,0,no matching place
IL,"AT&T PLAZA BUILDING SUITE 700 OAK BROOK, IL 60523",1,0,no matching place
IL,"BLDG 16 MIAMI INT'L AIRPORT MIAMI, FL 33122",1,0,no matching place
IL,"CHARLESTOWNE MALLE 3810 EAST MAIN STREET ST CHARLES, IL 60174",1,0,no matching place
IL,"CHICAGO CALL CENTER 2 NORTH LASALLE CHICAGO, IL 60606",1,0,no matching place
IL,"CHICAGO O'HARE INTRN'L AIRPORT TERMINAL 1 GATE B22 BOX 66391 CHICAGO, IL 60666",1,0,no matching place
IL,"CHICAGO PAPERBOARD CORP 900 NORTH OGDEN AVENUE CHICAGO, IL 60622",1,0,no matching place
IL,"CNA Plaza 42 S Chicago, IL 60685-0001",1,0,no matching place
IL,"COLLINS GENERATING STATION 4200 PINE BLUFF ROAD MORRIS, IL 60450",1,0,no matching place
IL,"CONANT, CAPTIAN MINE, & PREP PLANT 2880 CONANT ROAD PINCKNEYVILLE, IL 62274",1,0,no matching place
IL,"DEPOT SAVANNA, IL 61074",1,0,no matching place
IL,"FOSSIL GENERATION GROUP 1411 OPUS PLACE DOWNERS GROVE, IL 60515",1,0,no matching place
IL,"Franklin Square Springfield, IL 62701",1,0,no matching place
IL,"HWY 54 LOUISIANA, MO 63353",1,0,no matching place
IL,"I 55 & I 70 EXIT 4 EAST ST LOUIS, IL 00000",1,0,no matching place
IL,"IL Statewide Event Springfield, IL 62701",4,0,no matching place
IL,"IL Statewide Event Springfield, IL 62701-3512",1,0,no matching place
IL,"LIBERTY MUTUAL TAYLORVILLE, IL 62568",1,0,no matching place
IL,"LINCOLN MALL FREEPORT, IL 61032",1,0,no matching place
IL,"NEW AVENUE & CECO ROAD P O BOX 280 LEMONT, IL 60439",1,0,no matching place
IL,"NORTH & 25TH AVENUE MELROSE PARK, IL 60160",1,0,2 distinct places named
IL,"NOT PROVIDED BLUE ISLAND, IL 60406",1,0,no matching place
IL,"NOT PROVIDED CHICAGO, IL 60628",1,0,no matching place
IL,"O'HARE INT'L AIRPORT CHICAGO, IL 60666",1,0,no matching place
IL,"OHARE INTERNATIONAL AIRPORT CHICAGO, IL 60665",1,0,no matching place
IL,"ONE LINCOLN CENTER OAKBROOK TERRACE, IL 60181",1,0,no matching place
IL,"ONE SOUTH WACKER DRIVE CHICAGO, IL 60606",1,0,no matching place
IL,"ONE UNION SPECIAL PLAZA HUNTLEY, IL 60142",2,0,no matching place
IL,"P. O. BOX 1 SPARTA, IL 62286",1,0,no matching place
IL,"P. O. BOX 2476 DECATUR, IL 62524",1,0,no matching place
IL,"PO BOX 27 HINES, IL 60141",1,0,no matching place
IL,"PO BOX 56 ZEIGLER, IL 62999",1,0,no matching place
IL,"PO BOX 640 BLOOMINGTON, IL 61702-0640",1,0,no matching place
IL,"PO BOX 696 HARRISBURG, IL 62946",1,0,no matching place
IL,"PO BOX 805457 2300 S THROOP CHICAGO, IL 60680",1,0,no matching place
IL,"PRODUCT SERVICE FACILITY 5365 S WALNUT DOWNERS GROVE, IL 60515",1,0,no matching place
IL,"PRODUCT SERVICE FACILITY 5750 MCDERMOTT DRIVE BERKELEY, IL 60163",1,0,no matching place
IL,"ROUTE 148 SOUTH P O BOX 278 MARION, IL 62959-1278",1,0,no matching place
IL,"RR DANVILLE, IL 61832",1,0,no matching place
IL,"RT 24 EAST WASHINGTON, IL 61571",1,0,no matching place
IL,"RT 38 ST CHARLES, IL 60174",1,0,no matching place
IL,"Rock Island Arsenal Bldg 102 Rock Island, IL 61299-7680",1,0,no matching place
IL,"STATEWIDE STATEWIDE, IL 62702",1,0,no matching place
IL,"STEPHEN ST & SANITARY CANAL LEMONT, IL 60439",1,0,no matching place
IL,"Sanitary Canal Rd & Stephen St Lemont, IL 60439",1,0,no matching place
IL,"Statewide Event-Chicago Parent LWIA Chicago/multiple sites, IL 60606",1,0,no matching place
IL,"TWO NORTH RIVERSIDE PLAZA CHICAGO, IL 60606",1,0,no matching place
IL,"Three Lakes Drive Northfield, IL 60093",1,0,no matching place
IL,"UNKNOWN OAKBROOK TERRACE, IL 60181",1,0,no matching place
IL,"WAUKEGAN GENERATING STATION 10 GREENWOOD AVENUE WAUKEGAN, IL 60087",1,0,no matching place
IL,"WEST ROUTE 116 FARMINGTON, IL 61531",1,0,no matching place
IL,"WESTRIDGE COURT 204 S RT 59 NAPERVILLE, IL 60540",1,0,no matching place
KS,Fort Smith,1,0,no matching place
KS,Northlake,1,0,no matching place
KS,Novi,1,0,no matching place
KY,Adair/Jefferson,1,0,no matching place
KY,"Ballard, McCracken",2,0,no matching place
LA,"Ochsner LSU Health Shreveport EVS 1541 Kings Hwy Shreveport, LA 71103 Ochsner LSU Health St. Mary EVS 1 St. Mary Place Shreveport, LA 71103",1,0,no matching place
LA,Offshore – Gulf of Mexico,1,0,no matching place
MA,"Brookline (2) locations, Boston",1,0,2 distinct places named
MA,"Dedham/Multiple Southeast locations, Boston",1,0,2 distinct places named
MA,"East Weymouth, Southeast",1,0,no matching place
MA,"North Attelboro, Southeast",1,0,no matching place
MA,"Planville, Metro Southwest",1,0,no matching place
MA,"Randolph, Cohasset, Weymouth, Southeast",1,0,2 distinct places named
MA,"Remote Workers/National, Remote-National",1,0,no matching place
MA,"South Easton, Southeast",1,0,no matching place
MD,"1111 Pepper Rd., Hunt Valley, MD",1,0,no matching place
MD,"7566 Ridge Road Hanover, MD 21076",1,0,no matching place
MD,"9245 Baltimore National Pike Ellicott City, MD 21042",1,0,no matching place
MD,"Maryland Square Riverdale, MD",1,0,no matching place
ME,Norfolk,1,0,no matching place
ME,Port Clyde,1,0,no matching place
ME,West Rockport,1,0,no matching place
MI,"Adrian, Michigan and Benton Harbor, Michigan",1,0,2 distinct places named
MI,"Allen Park, Ann Arbor, Canton, Lake Orion, Novi, Rochester Hills, Roseville, Southfield, Sterling Heights and Taylor, Counties: Macomb, Oakland, Washtenaw and Wayne, Number Affected: 39",1,0,10 distinct places named
MI,"Statewide, County: Statewide",1,0,no matching place
MN,Deerfield,1,0,no matching place
MN,e SRRT has becom,1,0,no matching place
MO,St. CharlesSt. Louis (city),1,0,no matching place
MO,St. PetersBlue SpringsSpringfieldSunset HillsKansas CityColumbia,1,0,no matching place
MT,Multiple - Eastern MT,1,0,no matching place
NJ,ALPHARETTA,1,0,no matching place
NJ,Haboken,1,0,no matching place
NJ,Kansas City,1,0,no matching place
NJ,No. Cape May,1,0,no matching place
NJ,chattanooga,1,0,no matching place
NV,"Amentum - CTTR, Fa, LV",1,0,no matching place
NV,"Carson City/Elko/R, Carson/Elko/Wash",1,0,2 distinct places named
NV,"Gaudin Motor Company, He, LV",1,0,no matching place
NV,"Go Rentals, LV, Re",1,0,no matching place
NV,"Reno/Henderson/Las Vegas, Washoe/Clark",1,0,3 distinct places named
NY,Olean/Jamestown/Lakewood,1,0,3 distinct places named
OK,Altus AFB,1,0,no matching place
OK,Carrollton,1,0,no matching place
OK,Central,2,0,no matching place
OK,Central (COWIB),1,0,no matching place
OK,CentralRegion,18,0,no matching place
OK,Dallas,1,0,no matching place
OK,Des Moines,1,0,no matching place
OK,EastCentralRegion,2,0,no matching place
OK,FLORHAM PARK,1,0,no matching place
OK,Fort Worth,2,0,no matching place
OK,Fresno,1,0,no matching place
OK,Green Country,1,0,no matching place
OK,GreenCountryRegion,4,0,no matching place
OK,Guyman,1,0,no matching place
OK,Houston,1,0,no matching place
OK,IRVING,1,0,no matching place
OK,LONDONDERRY,1,0,no matching place
OK,Longwood,1,0,no matching place
OK,Lowell,1,0,no matching place
OK,Marina Del Rey,1,0,no matching place
OK,Mason,1,0,no matching place
OK,NASHVILLE,4,0,no matching place
OK,Nashville,2,0,no matching place
OK,Newtown,1,0,no matching place
OK,Noel,1,0,no matching place
OK,NorthCentral,3,0,no matching place
OK,NorthWestRegion,3,0,no matching place
OK,Oklahoma CityOklahoma City,1,0,no matching place
OK,Omaha,1,0,no matching place
OK,Purchase,1,0,no matching place
OK,SUGAR LAND,1,0,no matching place
OK,Savannah,3,0,no matching place
OK,Sherman,1,0,no matching place
OK,SouthCentralRegion,5,0,no matching place
OK,SouthEastRegion,1,0,no matching place
OK,SouthWestRegion,1,0,no matching place
OK,Southern,2,0,no matching place
OK,SouthernRegion,3,0,no matching place
OK,Spring,1,0,no matching place
OK,St. Peters,1,0,no matching place
OK,Tacoma,1,0,no matching place
OK,Watertown,1,0,no matching place
OK,Watsonville,1,0,no matching place
OR,"Boise, ID",2,0,no matching place
OR,"Cincinnati, OH",1,0,no matching place
OR,"Longwood, FL",1,0,no matching place
OR,"Mansfield, MA",1,0,no matching place
